medalist_wikidata_id,medalist_link,medalist_name,medal,delegation_wikidata_id,delegation_name,country_medal_wikidata_id,country_medal,country_medal_code2,country_medal_code3,date_of_birth,Age this year,place_of_birth_wikidata_id,place_of_birth,place_of_birth_county_in_wikidata_id,place_of_birth_county,sex_or_gender_wikidata_id,sex_or_gender,event_wikidata_id,event_link,event_name,event_part_of,sport
Q126709582,https://en.wikipedia.org/wiki/Abdullah_Y%C4%B1ld%C4%B1rm%C4%B1%C5%9F,Abdullah Yıldırmış,bronze,Q116778664,Turkey at the 2024 Summer Olympics,Q43,Turkey,TR,TUR,NA,NA,Q406,Istanbul,Q534799,Istanbul Province,Q6581097,male,Q117156627,https://en.wikipedia.org/wiki/Archery_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_team,Archery at the 2024 Summer Olympics – Men's team,archery at the 2024 Summer Olympics,archery
Q20029128,https://en.wikipedia.org/wiki/Javier_Ib%C3%A1%C3%B1ez,Javier Ibáñez,bronze,Q114244624,Bulgaria at the 2024 Summer Olympics,Q219,Bulgaria,BG,BGR,NA,NA,Q272471,Matanzas,Q115438,Matanzas Province,Q6581097,male,Q116495968,https://en.wikipedia.org/wiki/Boxing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_57_kg,Boxing at the 2024 Summer Olympics – Men's featherweight,boxing at the 2024 Summer Olympics,boxing
Q124819464,https://en.wikipedia.org/wiki/Aira_Villegas,Aira Villegas,bronze,Q120212827,Philippines at the 2024 Summer Olympics,Q928,Philippines,PH,PHL,NA,NA,Q40626,Tacloban,Q13675,Eastern Visayas,Q6581072,female,Q116495960,https://en.wikipedia.org/wiki/Boxing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_50_kg,Boxing at the 2024 Summer Olympics – Women's 50 kg,boxing at the 2024 Summer Olympics,boxing
Q123115702,https://en.wikipedia.org/wiki/Philip_Kim_(breakdancer),Philip Kim,gold,Q114363515,Canada at the 2024 Summer Olympics,Q16,Canada,CA,CAN,NA,NA,NA,NA,NA,NA,Q6581097,male,Q127505539,https://en.wikipedia.org/wiki/Breaking_at_the_2024_Summer_Olympics_%E2%80%93_B-Boys,Breaking at the 2024 Summer Olympics – B-Boys,breaking at the 2024 Summer Olympics,breakdance
Q66732337,https://en.wikipedia.org/wiki/Liu_Hao_(canoeist),Liu Hao,gold,Q114672489,China at the 2024 Summer Olympics,Q148,People's Republic of China,CN,CHN,NA,NA,Q43194,Yunnan,NA,NA,Q6581097,male,Q117156597,https://en.wikipedia.org/wiki/Canoeing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_C-2_500_metres,Canoeing at the 2024 Summer Olympics – Men's C-2 500 metres,canoeing at the 2024 Summer Olympics,canoeing and kayaking
Q55188212,https://en.wikipedia.org/wiki/Sarah_Br%C3%BC%C3%9Fler,Sarah Brüßler,silver,Q114132359,Germany at the 2024 Summer Olympics,Q183,Germany,DE,DEU,NA,NA,Q2865,Kassel,Q7928,Kassel Government Region,Q6581072,female,Q117156606,https://en.wikipedia.org/wiki/Canoeing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_K-4_500_metres,Canoeing at the 2024 Summer Olympics – Women's K-4 500 metres,canoeing at the 2024 Summer Olympics,canoeing and kayaking
Q128008340,https://en.wikipedia.org/wiki/Becky_Moody,Becky Moody,bronze,Q42911977,Great Britain at the 2024 Summer Olympics,Q145,United Kingdom,GB,GBR,NA,NA,Q26,Northern Ireland,Q145,United Kingdom,Q6581072,female,Q117156652,https://en.wikipedia.org/wiki/Equestrian_at_the_2024_Summer_Olympics_%E2%80%93_Team_dressage,equestrian at the 2024 Summer Olympics – team dressage,equestrian at the 2024 Summer Olympics,equestrian sport
Q111933191,https://en.wikipedia.org/wiki/Teo_Hinrichs,Teo Hinrichs,silver,Q114132359,Germany at the 2024 Summer Olympics,Q183,Germany,DE,DEU,NA,NA,Q2119,Mannheim,Q8165,Karlsruhe Government Region,Q6581097,male,Q115799683,https://en.wikipedia.org/wiki/Field_hockey_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,field hockey at the 2024 Summer Olympics – men's tournament,field hockey at the 2024 Summer Olympics,field hockey
Q127786456,https://en.wikipedia.org/wiki/Ponepati_Loganimasi,Ponepati Loganimasi,silver,Q118368956,Fiji at the 2024 Summer Olympics,Q712,Fiji,FJ,FJI,NA,NA,NA,NA,NA,NA,Q6581097,male,Q115799997,https://en.wikipedia.org/wiki/Rugby_sevens_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,rugby sevens at the 2024 Summer Olympics – men's tournament,rugby sevens at the 2024 Summer Olympics,rugby sevens
Q127850185,https://en.wikipedia.org/wiki/Iowane_Teba,Iowane Teba,silver,Q118368956,Fiji at the 2024 Summer Olympics,Q712,Fiji,FJ,FJI,NA,NA,NA,NA,NA,NA,Q6581097,male,Q115799997,https://en.wikipedia.org/wiki/Rugby_sevens_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,rugby sevens at the 2024 Summer Olympics – men's tournament,rugby sevens at the 2024 Summer Olympics,rugby sevens
Q112342047,https://en.wikipedia.org/wiki/Quewin_Nortje,Quewin Nortje,bronze,Q116769160,South Africa at the 2024 Summer Olympics,Q258,South Africa,ZA,ZAF,NA,NA,NA,NA,NA,NA,Q6581097,male,Q115799997,https://en.wikipedia.org/wiki/Rugby_sevens_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,rugby sevens at the 2024 Summer Olympics – men's tournament,rugby sevens at the 2024 Summer Olympics,rugby sevens
Q123367927,https://en.wikipedia.org/wiki/Hans_Henken,Hans Henken,bronze,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,NA,NA,Q1908566,Laguna Beach,Q5925,Orange County,Q6581097,male,Q117156662,https://en.wikipedia.org/wiki/Sailing_at_the_2024_Summer_Olympics_%E2%80%93_49er,sailing at the 2024 Summer Olympics – 49er,sailing at the 2024 Summer Olympics,sailing
Q128268867,https://en.wikipedia.org/wiki/Jamie_Perkins,Jamie Perkins,gold,Q114244863,Australia at the 2024 Summer Olympics,Q408,Australia,AU,AUS,NA,NA,NA,NA,NA,NA,Q6581072,female,Q117156587,https://en.wikipedia.org/wiki/Swimming_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_4_%C3%97_200_metre_freestyle_relay,swimming at the 2024 Summer Olympics – women's 4 × 200 metre freestyle relay,swimming at the 2024 Summer Olympics,swimming
Q128278625,https://en.wikipedia.org/wiki/Kong_Yaqi,Kong Yaqi,bronze,Q114672489,China at the 2024 Summer Olympics,Q148,People's Republic of China,CN,CHN,NA,NA,NA,NA,NA,NA,Q6581072,female,Q117156587,https://en.wikipedia.org/wiki/Swimming_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_4_%C3%97_200_metre_freestyle_relay,swimming at the 2024 Summer Olympics – women's 4 × 200 metre freestyle relay,swimming at the 2024 Summer Olympics,swimming
Q47493803,https://en.wikipedia.org/wiki/Edival_Pontes,Edival Marques,bronze,Q113504733,Brazil at the 2024 Summer Olympics,Q155,Brazil,BR,BRA,NA,NA,NA,NA,NA,NA,Q6581097,male,Q116496093,https://en.wikipedia.org/wiki/Taekwondo_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_68_kg,taekwondo at the 2024 Summer Olympics – men's 68 kg,taekwondo at the 2024 Summer Olympics,taekwondo
Q85866004,https://en.wikipedia.org/wiki/Micah_Ma%CA%BBa,Micah Maʻa,bronze,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,NA,NA,Q1484530,Kaneohe,Q487704,Honolulu County,Q6581097,male,Q115799687,https://en.wikipedia.org/wiki/Volleyball_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,volleyball at the 2024 Summer Olympics – men's tournament,volleyball at the 2024 Summer Olympics,volleyball
Q100490468,https://en.wikipedia.org/wiki/Aaron_Brooks_(wrestler),Aaron Brooks,bronze,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,NA,NA,Q755559,Hagerstown,Q511164,Washington County,Q6581097,male,Q117156551,https://en.wikipedia.org/wiki/Wrestling_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_freestyle_86_kg,wrestling at the 2024 Summer Olympics – men's freestyle 86 kg,wrestling at the 2024 Summer Olympics,wrestling
Q455797,https://en.wikipedia.org/wiki/Laura_Kraut,Laura Kraut,silver,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,14/11/1965,58.00,Q1144372,Camden,Q506162,Kershaw County,Q6581072,female,Q117156654,https://en.wikipedia.org/wiki/Equestrian_at_the_2024_Summer_Olympics_%E2%80%93_Team_jumping,equestrian at the 2024 Summer Olympics – team jumping,equestrian at the 2024 Summer Olympics,equestrian sport
Q1038847,https://en.wikipedia.org/wiki/Carl_Hester,Carl Hester,bronze,Q42911977,Great Britain at the 2024 Summer Olympics,Q145,United Kingdom,GB,GBR,29/6/1967,57.00,Q3405693,Sark,Q25230,Bailiwick of Guernsey,Q6581097,male,Q117156652,https://en.wikipedia.org/wiki/Equestrian_at_the_2024_Summer_Olympics_%E2%80%93_Team_dressage,equestrian at the 2024 Summer Olympics – team dressage,equestrian at the 2024 Summer Olympics,equestrian sport
Q238769,https://en.wikipedia.org/wiki/Isabell_Werth,Isabell Werth,silver,Q114132359,Germany at the 2024 Summer Olympics,Q183,Germany,DE,DEU,21/7/1969,55.00,Q243337,Issum,Q6246,Kleve,Q6581072,female,Q117156651,https://en.wikipedia.org/wiki/Equestrian_at_the_2024_Summer_Olympics_%E2%80%93_Individual_dressage,equestrian at the 2024 Summer Olympics – individual dressage,equestrian at the 2024 Summer Olympics,equestrian sport
Q238769,https://en.wikipedia.org/wiki/Isabell_Werth,Isabell Werth,gold,Q114132359,Germany at the 2024 Summer Olympics,Q183,Germany,DE,DEU,21/7/1969,55.00,Q243337,Issum,Q6246,Kleve,Q6581072,female,Q117156652,https://en.wikipedia.org/wiki/Equestrian_at_the_2024_Summer_Olympics_%E2%80%93_Team_dressage,equestrian at the 2024 Summer Olympics – team dressage,equestrian at the 2024 Summer Olympics,equestrian sport
Q8061940,https://en.wikipedia.org/wiki/Yusuf_Dike%C3%A7,Yusuf Dikeç,silver,Q116778664,Turkey at the 2024 Summer Olympics,Q43,Turkey,TR,TUR,1/1/1973,51.00,Q939677,Göksun,Q482834,Kahramanmaraş Province,Q6581097,male,Q116496129,https://en.wikipedia.org/wiki/Shooting_at_the_2024_Summer_Olympics_%E2%80%93_Mixed_10_metre_air_pistol_team,shooting at the 2024 Summer Olympics – mixed 10 metre air pistol team,shooting at the 2024 Summer Olympics,shooting sport
Q3193198,https://en.wikipedia.org/wiki/Karim_Laghouag,Karim Laghouag,silver,Q114244785,France at the 2024 Summer Olympics,Q142,France,FR,FRA,4/8/1975,49.00,Q34001,Roubaix,Q701510,arrondissement of Lille,Q6581097,male,Q118950676,https://en.wikipedia.org/wiki/Equestrian_at_the_2024_Summer_Olympics_%E2%80%93_Team_eventing,equestrian at the 2024 Summer Olympics – team eventing,equestrian at the 2024 Summer Olympics,eventing
Q2600917,https://en.wikipedia.org/wiki/Yoshiaki_Oiwa,Yoshiaki Ōiwa,bronze,Q114227269,Japan at the 2024 Summer Olympics,Q17,Japan,JP,JPN,19/7/1976,48.00,Q11751,Nagoya,Q80434,Aichi Prefecture,Q6581097,male,Q118950676,https://en.wikipedia.org/wiki/Equestrian_at_the_2024_Summer_Olympics_%E2%80%93_Team_eventing,equestrian at the 2024 Summer Olympics – team eventing,equestrian at the 2024 Summer Olympics,eventing
Q946402,https://en.wikipedia.org/wiki/McLain_Ward,McLain Ward,silver,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,17/10/1975,48.00,Q911442,Brewster,Q115266,Putnam County,Q6581097,male,Q117156654,https://en.wikipedia.org/wiki/Equestrian_at_the_2024_Summer_Olympics_%E2%80%93_Team_jumping,equestrian at the 2024 Summer Olympics – team jumping,equestrian at the 2024 Summer Olympics,equestrian sport
Q3189715,https://en.wikipedia.org/wiki/Julien_Epaillard,Julien Épaillard,bronze,Q114244785,France at the 2024 Summer Olympics,Q142,France,FR,FRA,24/7/1977,47.00,Q3667188,Cherbourg,Q700914,arrondissement of Cherbourg,Q6581097,male,Q117156654,https://en.wikipedia.org/wiki/Equestrian_at_the_2024_Summer_Olympics_%E2%80%93_Team_jumping,equestrian at the 2024 Summer Olympics – team jumping,equestrian at the 2024 Summer Olympics,equestrian sport
Q919677,https://en.wikipedia.org/wiki/Nicolas_Touzaint,Nicolas Touzaint,silver,Q114244785,France at the 2024 Summer Olympics,Q142,France,FR,FRA,10/5/1980,44.00,Q38380,Angers,Q12584,Maine-et-Loire,Q6581097,male,Q118950676,https://en.wikipedia.org/wiki/Equestrian_at_the_2024_Summer_Olympics_%E2%80%93_Team_eventing,equestrian at the 2024 Summer Olympics – team eventing,equestrian at the 2024 Summer Olympics,eventing
Q243019,https://en.wikipedia.org/wiki/Katrine_Lunde,Katrine Lunde,gold,Q114244710,Norway at the 2024 Summer Olympics,Q20,Norway,NO,NOR,30/3/1980,44.00,Q2415,Kristiansand Municipality,Q2729021,Agder,Q6581072,female,Q121705755,https://en.wikipedia.org/wiki/Handball_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_tournament,handball at the 2024 Summer Olympics – women's tournament,handball at the 2024 Summer Olympics,handball
Q270653,https://en.wikipedia.org/wiki/Lauren_Jackson,Lauren Jackson,bronze,Q114244863,Australia at the 2024 Summer Olympics,Q408,Australia,AU,AUS,11/5/1981,43.00,Q331764,Albury,Q3224,New South Wales,Q6581072,female,Q116842353,https://en.wikipedia.org/wiki/Basketball_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_tournament,basketball at the 2024 Summer Olympics – women's tournament,basketball at the 2024 Summer Olympics,basketball
Q2287454,https://en.wikipedia.org/wiki/Simon_Delestre,Simon Delestre,bronze,Q114244785,France at the 2024 Summer Olympics,Q142,France,FR,FRA,21/6/1981,43.00,Q22690,Metz,Q12652,Moselle,Q6581097,male,Q117156654,https://en.wikipedia.org/wiki/Equestrian_at_the_2024_Summer_Olympics_%E2%80%93_Team_jumping,equestrian at the 2024 Summer Olympics – team jumping,equestrian at the 2024 Summer Olympics,equestrian sport
Q707444,https://en.wikipedia.org/wiki/Hans_Lindberg,Hans Lindberg,gold,Q42911725,Denmark at the 2024 Summer Olympics,Q35,Denmark,DK,DNK,1/8/1981,43.00,Q499400,Høje-Taastrup Municipality,Q26073,Capital Region of Denmark,Q6581097,male,Q121704904,https://en.wikipedia.org/wiki/Handball_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,handball at the 2024 Summer Olympics – men's tournament,handball at the 2024 Summer Olympics,handball
Q240726,https://en.wikipedia.org/wiki/Diana_Taurasi,Diana Taurasi,gold,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,11/6/1982,42.00,Q485716,Glendale,Q104994,Los Angeles County,Q6581072,female,Q116842353,https://en.wikipedia.org/wiki/Basketball_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_tournament,basketball at the 2024 Summer Olympics – women's tournament,basketball at the 2024 Summer Olympics,basketball
Q77560,https://en.wikipedia.org/wiki/Michael_Jung_(equestrian),Michael Jung,gold,Q114132359,Germany at the 2024 Summer Olympics,Q183,Germany,DE,DEU,31/7/1982,42.00,Q39785,Bad Soden am Taunus,Q7909,Main-Taunus-Kreis,Q6581097,male,Q117156532,https://en.wikipedia.org/wiki/Equestrian_at_the_2024_Summer_Olympics_%E2%80%93_Individual_eventing,equestrian at the 2024 Summer Olympics – individual eventing,equestrian at the 2024 Summer Olympics,equestrian sport
Q1086533,https://en.wikipedia.org/wiki/Chris_Burton_(equestrian),Chris Burton,silver,Q114244863,Australia at the 2024 Summer Olympics,Q408,Australia,AU,AUS,22/11/1981,42.00,Q478302,Toowoomba,Q1067014,Toowoomba Region,Q6581097,male,Q117156532,https://en.wikipedia.org/wiki/Equestrian_at_the_2024_Summer_Olympics_%E2%80%93_Individual_eventing,equestrian at the 2024 Summer Olympics – individual eventing,equestrian at the 2024 Summer Olympics,equestrian sport
Q673136,https://en.wikipedia.org/wiki/Steve_Guerdat,Steve Guerdat,silver,Q114244740,Switzerland at the 2024 Summer Olympics,Q39,Switzerland,CH,CHE,10/6/1982,42.00,Q66705,Bassecourt,Q5682949,Haute-Sorne,Q6581097,male,Q117156653,https://en.wikipedia.org/wiki/Equestrian_at_the_2024_Summer_Olympics_%E2%80%93_Individual_jumping,equestrian at the 2024 Summer Olympics – individual jumping,equestrian at the 2024 Summer Olympics,equestrian sport
Q12025045,https://en.wikipedia.org/wiki/Ji%C5%99%C3%AD_Beran,Jiří Beran,bronze,Q114233084,Czech Republic at the 2024 Summer Olympics,Q213,Czech Republic,CZ,CZE,18/1/1982,42.00,Q2444636,Prague 2,Q1085,Prague,Q6581097,male,Q117156527,https://en.wikipedia.org/wiki/Fencing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_team_%C3%A9p%C3%A9e,fencing at the 2024 Summer Olympics – men's team épée,fencing at the 2024 Summer Olympics,fencing
Q462790,https://en.wikipedia.org/wiki/Mija%C3%ADn_L%C3%B3pez,Mijaín López,gold,Q115316038,Cuba at the 2024 Summer Olympics,Q241,Cuba,CU,CUB,20/8/1982,42.00,Q12891530,"Herradura, Cuba",Q115497,Pinar del Río Province,Q6581097,male,Q117156533,https://en.wikipedia.org/wiki/Wrestling_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_Greco-Roman_130_kg,wrestling at the 2024 Summer Olympics – men's Greco-Roman 130 kg,wrestling at the 2024 Summer Olympics,wrestling
Q107745939,https://en.wikipedia.org/wiki/Kazuma_Tomoto,Kazuma Tomoto,bronze,Q114227269,Japan at the 2024 Summer Olympics,Q17,Japan,JP,JPN,5/6/1983,41.00,Q844047,Motosu,Q131277,Gifu Prefecture,Q6581097,male,Q118950676,https://en.wikipedia.org/wiki/Equestrian_at_the_2024_Summer_Olympics_%E2%80%93_Team_eventing,equestrian at the 2024 Summer Olympics – team eventing,equestrian at the 2024 Summer Olympics,eventing
Q816554,https://en.wikipedia.org/wiki/Ben_Maher,Ben Maher,gold,Q42911977,Great Britain at the 2024 Summer Olympics,Q145,United Kingdom,GB,GBR,30/1/1983,41.00,Q210531,London Borough of Enfield,Q23306,Greater London,Q6581097,male,Q117156654,https://en.wikipedia.org/wiki/Equestrian_at_the_2024_Summer_Olympics_%E2%80%93_Team_jumping,equestrian at the 2024 Summer Olympics – team jumping,equestrian at the 2024 Summer Olympics,equestrian sport
Q6171345,https://en.wikipedia.org/wiki/Jean_Pierre_Brol,Jean Pierre Brol,bronze,Q118950798,Guatemala at the 2024 Summer Olympics,Q774,Guatemala,GT,GTM,18/12/1982,41.00,Q1555,Guatemala City,Q695660,Guatemala Department,Q6581097,male,Q116496119,https://en.wikipedia.org/wiki/Shooting_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_trap,shooting at the 2024 Summer Olympics – men's trap,shooting at the 2024 Summer Olympics,shooting sport
Q20111527,https://en.wikipedia.org/wiki/Diana_Bacosi,Diana Bacosi,gold,Q114244642,Italy at the 2024 Summer Olympics,Q38,Italy,IT,ITA,13/7/1983,41.00,Q20409,Città della Pieve,Q16240,province of Perugia,Q6581072,female,Q116496143,https://en.wikipedia.org/wiki/Shooting_at_the_2024_Summer_Olympics_%E2%80%93_Mixed_skeet_team,shooting at the 2024 Summer Olympics – mixed skeet team,shooting at the 2024 Summer Olympics,shooting sport
Q373826,https://en.wikipedia.org/wiki/Damir_Mikec,Damir Mikec,gold,Q114753567,Serbia at the 2024 Summer Olympics,Q403,Serbia,RS,SRB,31/3/1984,40.00,Q1663,Split,Q58253,Split-Dalmatia County,Q6581097,male,Q116496129,https://en.wikipedia.org/wiki/Shooting_at_the_2024_Summer_Olympics_%E2%80%93_Mixed_10_metre_air_pistol_team,shooting at the 2024 Summer Olympics – mixed 10 metre air pistol team,shooting at the 2024 Summer Olympics,shooting sport
Q555660,https://en.wikipedia.org/wiki/Rajeev_Ram,Rajeev Ram,silver,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,18/3/1984,40.00,Q16554,Denver,Q15906757,Denver County,Q6581097,male,Q117156656,https://en.wikipedia.org/wiki/Tennis_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_doubles,Tennis at the 2024 Summer Olympics – Men's doubles,tennis at the 2024 Summer Olympics,tennis
Q36159,https://en.wikipedia.org/wiki/LeBron_James,LeBron James,gold,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,30/12/1984,39.00,Q163132,Akron,Q485536,Summit County,Q6581097,male,Q115799290,https://en.wikipedia.org/wiki/Basketball_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,basketball at the 2024 Summer Olympics – men's tournament,basketball at the 2024 Summer Olympics,basketball
Q16675542,https://en.wikipedia.org/wiki/Sandra_Ygueravide,Sandra Ygueravide,silver,Q42911743,Spain at the 2024 Summer Olympics,Q29,Spain,ES,ESP,28/12/1984,39.00,Q8818,Valencia,Q2263209,Comarca de València,Q6581072,female,Q116842306,https://en.wikipedia.org/wiki/Basketball_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_3x3_tournament,basketball at the 2024 Summer Olympics – women's 3x3 tournament,basketball at the 2024 Summer Olympics,basketball
Q2440819,https://en.wikipedia.org/wiki/Sa%C3%BAl_Craviotto,Saúl Craviotto,bronze,Q42911743,Spain at the 2024 Summer Olympics,Q29,Spain,ES,ESP,3/11/1984,39.00,Q15090,Lleida,Q12727,Segrià,Q6581097,male,Q117156607,https://en.wikipedia.org/wiki/Canoeing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_K-4_500_metres,Canoeing at the 2024 Summer Olympics – Men's K-4 500 metres,canoeing at the 2024 Summer Olympics,canoeing and kayaking
Q447816,https://en.wikipedia.org/wiki/Michael_M%C3%B8rk%C3%B8v,Michael Mørkøv,bronze,Q42911725,Denmark at the 2024 Summer Olympics,Q35,Denmark,DK,DNK,30/4/1985,39.00,Q2040882,Kokkedal,Q503045,Fredensborg Municipality,Q6581097,male,Q117156499,https://en.wikipedia.org/wiki/Cycling_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_Madison,cycling at the 2024 Summer Olympics – men's madison,track cycling at the 2024 Summer Olympics,track cycling
Q7827829,https://en.wikipedia.org/wiki/Toshiyuki_Tanaka,Toshiyuki Tanaka,bronze,Q114227269,Japan at the 2024 Summer Olympics,Q17,Japan,JP,JPN,2/2/1985,39.00,Q26600,Fukuoka,Q123258,Fukuoka Prefecture,Q6581097,male,Q118950676,https://en.wikipedia.org/wiki/Equestrian_at_the_2024_Summer_Olympics_%E2%80%93_Team_eventing,equestrian at the 2024 Summer Olympics – team eventing,equestrian at the 2024 Summer Olympics,eventing
Q1442929,https://en.wikipedia.org/wiki/Bolad%C3%A9_Apithy,Boladé Apithy,bronze,Q114244785,France at the 2024 Summer Olympics,Q142,France,FR,FRA,21/8/1985,39.00,Q7003,Dijon,Q3342,Côte-d’Or,Q6581097,male,Q117156531,https://en.wikipedia.org/wiki/Fencing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_team_sabre,fencing at the 2024 Summer Olympics – men's team sabre,fencing at the 2024 Summer Olympics,fencing
Q1442283,https://en.wikipedia.org/wiki/Mara_Navarria,Mara Navarria,gold,Q114244642,Italy at the 2024 Summer Olympics,Q38,Italy,IT,ITA,18/7/1985,39.00,Q2790,Udine,Q104182212,regional decentralization entity of Udine,Q6581072,female,Q117156525,https://en.wikipedia.org/wiki/Fencing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_team_%C3%A9p%C3%A9e,fencing at the 2024 Summer Olympics – women's team épée,fencing at the 2024 Summer Olympics,fencing
Q1565607,https://en.wikipedia.org/wiki/Henrik_M%C3%B8llgaard,Henrik Møllgaard,gold,Q42911725,Denmark at the 2024 Summer Olympics,Q35,Denmark,DK,DNK,2/1/1985,39.00,Q12304252,Bramming,Q645747,Esbjerg Municipality,Q6581097,male,Q121704904,https://en.wikipedia.org/wiki/Handball_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,handball at the 2024 Summer Olympics – men's tournament,handball at the 2024 Summer Olympics,handball
Q2960909,https://en.wikipedia.org/wiki/Charline_Picon,Charline Picon,bronze,Q114244785,France at the 2024 Summer Olympics,Q142,France,FR,FRA,23/12/1984,39.00,Q81909,Royan,Q376598,Arrondissement of Rochefort,Q6581072,female,Q117156661,https://en.wikipedia.org/wiki/Sailing_at_the_2024_Summer_Olympics_%E2%80%93_49er_FX,sailing at the 2024 Summer Olympics – 49er FX,sailing at the 2024 Summer Olympics,sailing
Q16205658,https://en.wikipedia.org/wiki/Anton_Dahlberg,Anton Dahlberg,bronze,Q42912047,Sweden at the 2024 Summer Olympics,Q34,Sweden,SE,SWE,10/5/1985,39.00,Q10670378,Skogslyckan parish,Q500217,Växjö Municipality,Q6581097,male,Q117156660,https://en.wikipedia.org/wiki/Sailing_at_the_2024_Summer_Olympics_%E2%80%93_470,sailing at the 2024 Summer Olympics – 470,sailing at the 2024 Summer Olympics,sailing
Q1176674,https://en.wikipedia.org/wiki/David_Smith_(volleyball),David Smith,bronze,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,15/5/1985,39.00,Q65,Los Angeles,Q104994,Los Angeles County,Q6581097,male,Q115799687,https://en.wikipedia.org/wiki/Volleyball_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,volleyball at the 2024 Summer Olympics – men's tournament,volleyball at the 2024 Summer Olympics,volleyball
Q3267596,https://en.wikipedia.org/wiki/Arvin_Slagter,Arvin Slagter,gold,Q42911949,Netherlands at the 2024 Summer Olympics,Q55,Netherlands,NL,NLD,19/10/1985,38.00,Q727,Amsterdam,Q9899,Amsterdam,Q6581097,male,Q116842288,https://en.wikipedia.org/wiki/Basketball_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_3x3_tournament,basketball at the 2024 Summer Olympics – men's 3x3 tournament,basketball at the 2024 Summer Olympics,basketball
Q16752978,https://en.wikipedia.org/wiki/Jessica_von_Bredow-Werndl,Jessica von Bredow-Werndl,gold,Q114132359,Germany at the 2024 Summer Olympics,Q183,Germany,DE,DEU,16/2/1986,38.00,Q4007,Rosenheim,Q10562,Upper Bavaria,Q6581072,female,Q117156651,https://en.wikipedia.org/wiki/Equestrian_at_the_2024_Summer_Olympics_%E2%80%93_Individual_dressage,equestrian at the 2024 Summer Olympics – individual dressage,equestrian at the 2024 Summer Olympics,equestrian sport
Q16752978,https://en.wikipedia.org/wiki/Jessica_von_Bredow-Werndl,Jessica von Bredow-Werndl,gold,Q114132359,Germany at the 2024 Summer Olympics,Q183,Germany,DE,DEU,16/2/1986,38.00,Q4007,Rosenheim,Q10562,Upper Bavaria,Q6581072,female,Q117156652,https://en.wikipedia.org/wiki/Equestrian_at_the_2024_Summer_Olympics_%E2%80%93_Team_dressage,equestrian at the 2024 Summer Olympics – team dressage,equestrian at the 2024 Summer Olympics,equestrian sport
Q56690569,https://en.wikipedia.org/wiki/Rosalind_Canter,Rosalind Canter,gold,Q42911977,Great Britain at the 2024 Summer Olympics,Q145,United Kingdom,GB,GBR,13/1/1986,38.00,Q2527924,Hallington,Q82181,East Lindsey,Q6581072,female,Q118950676,https://en.wikipedia.org/wiki/Equestrian_at_the_2024_Summer_Olympics_%E2%80%93_Team_eventing,equestrian at the 2024 Summer Olympics – team eventing,equestrian at the 2024 Summer Olympics,eventing
