medalist_wikidata_id,medalist_link,medalist_name,medal,delegation_wikidata_id,delegation_name,country_medal_wikidata_id,country_medal,country_medal_code2,country_medal_code3,date_of_birth,Age this year,place_of_birth_wikidata_id,place_of_birth,place_of_birth_county_in_wikidata_id,place_of_birth_county,sex_or_gender_wikidata_id,sex_or_gender,event_wikidata_id,event_link,event_name,event_part_of,sport
Q21173820,https://en.wikipedia.org/wiki/Tigst_Assefa,Tigst Assefa,silver,Q116778616,Ethiopia at the 2024 Summer Olympics,Q115,Ethiopia,ET,ETH,3/12/1996,27.00,Q3624,Addis Ababa,Q115,Ethiopia,Q6581072,female,Q116496041,https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_marathon,athletics at the 2024 Summer Olympics – women's marathon,athletics at the 2024 Summer Olympics,athletics
Q36339156,https://en.wikipedia.org/wiki/Nicola_Olyslagers,Nicola Olyslagers,silver,Q114244863,Australia at the 2024 Summer Olympics,Q408,Australia,AU,AUS,28/12/1996,27.00,Q7055499,North Gosford,Q3224,New South Wales,Q6581072,female,Q116496057,https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_high_jump,athletics at the 2024 Summer Olympics – women's high jump,athletics at the 2024 Summer Olympics,athletics
Q11792291,https://en.wikipedia.org/wiki/Nina_Kennedy,Nina Kennedy,gold,Q114244863,Australia at the 2024 Summer Olympics,Q408,Australia,AU,AUS,5/4/1997,27.00,Q3183,Perth,Q3206,Western Australia,Q6581072,female,Q116496065,https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_pole_vault,athletics at the 2024 Summer Olympics – women's pole vault,athletics at the 2024 Summer Olympics,athletics
Q113290100,https://en.wikipedia.org/wiki/Cathelijn_Peeters,Cathelijn Peeters,gold,Q42911949,Netherlands at the 2024 Summer Olympics,Q55,Netherlands,NL,NLD,6/11/1996,27.00,Q9829,Dongen,Q1101,North Brabant,Q6581072,female,Q116496056,https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_%E2%80%93_Mixed_4_%C3%97_400_metres_relay,athletics at the 2024 Summer Olympics – mixed 4 × 400 metres relay,athletics at the 2024 Summer Olympics,athletics
Q107305224,https://en.wikipedia.org/wiki/Bryce_Deadmon,Bryce Deadmon,silver,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,26/3/1997,27.00,Q980055,Missouri City,Q26895,Fort Bend County,Q6581097,male,Q116496056,https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_%E2%80%93_Mixed_4_%C3%97_400_metres_relay,athletics at the 2024 Summer Olympics – mixed 4 × 400 metres relay,athletics at the 2024 Summer Olympics,athletics
Q107186395,https://en.wikipedia.org/wiki/Nicole_Yeargin,Nicole Yeargin,bronze,Q42911977,Great Britain at the 2024 Summer Olympics,Q145,United Kingdom,GB,GBR,11/8/1997,27.00,Q755142,Bowie,Q26807,Prince George's County,Q6581072,female,Q116496056,https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_%E2%80%93_Mixed_4_%C3%97_400_metres_relay,athletics at the 2024 Summer Olympics – mixed 4 × 400 metres relay,athletics at the 2024 Summer Olympics,athletics
Q27162663,https://en.wikipedia.org/wiki/Aaron_Chia,Aaron Chia Teng Fong,bronze,Q120785179,Malaysia at the 2024 Summer Olympics,Q833,Malaysia,MY,MYS,24/2/1997,27.00,Q185221,Malacca,Q833,Malaysia,Q6581097,male,Q116495978,https://en.wikipedia.org/wiki/Badminton_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_doubles,badminton at the 2024 Summer Olympics – men's doubles,badminton at the 2024 Summer Olympics,badminton
Q15133563,https://en.wikipedia.org/wiki/He_Bingjiao,He Bingjiao,silver,Q114672489,China at the 2024 Summer Olympics,Q148,People's Republic of China,CN,CHN,21/3/1997,27.00,Q57756,Lianyungang,Q16963,Jiangsu,Q6581072,female,Q116496072,https://en.wikipedia.org/wiki/Badminton_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_singles,badminton at the 2024 Summer Olympics – women's singles,badminton at the 2024 Summer Olympics,badminton
Q3528678,https://en.wikipedia.org/wiki/Chen_Qingchen,Chen Qingchen,gold,Q114672489,China at the 2024 Summer Olympics,Q148,People's Republic of China,CN,CHN,23/6/1997,27.00,Q1023920,Xingning,Q59184,Meizhou,Q6581072,female,Q116495977,https://en.wikipedia.org/wiki/Badminton_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_doubles,badminton at the 2024 Summer Olympics – women's doubles,badminton at the 2024 Summer Olympics,badminton
Q15108796,https://en.wikipedia.org/wiki/Jia_Yifan,Jia Yifan,gold,Q114672489,China at the 2024 Summer Olympics,Q148,People's Republic of China,CN,CHN,29/6/1997,27.00,Q11736,Tianjin,Q148,People's Republic of China,Q6581072,female,Q116495977,https://en.wikipedia.org/wiki/Badminton_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_doubles,badminton at the 2024 Summer Olympics – women's doubles,badminton at the 2024 Summer Olympics,badminton
Q24701993,https://en.wikipedia.org/wiki/Chiharu_Shida,Chiharu Shida,bronze,Q114227269,Japan at the 2024 Summer Olympics,Q17,Japan,JP,JPN,29/4/1997,27.00,Q1205526,Hachirogata,Q1155694,Minamiakita District,Q6581072,female,Q116495977,https://en.wikipedia.org/wiki/Badminton_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_doubles,badminton at the 2024 Summer Olympics – women's doubles,badminton at the 2024 Summer Olympics,badminton
Q15650300,https://en.wikipedia.org/wiki/Zheng_Siwei,Zheng Siwei,gold,Q114672489,China at the 2024 Summer Olympics,Q148,People's Republic of China,CN,CHN,26/2/1997,27.00,Q42635,Wenzhou,Q16967,Zhejiang,Q6581097,male,Q116495980,https://en.wikipedia.org/wiki/Badminton_at_the_2024_Summer_Olympics_%E2%80%93_Mixed_doubles,badminton at the 2024 Summer Olympics – mixed doubles,badminton at the 2024 Summer Olympics,badminton
Q24326424,https://en.wikipedia.org/wiki/Yuta_Watanabe_(badminton),Yuta Watanabe,bronze,Q114227269,Japan at the 2024 Summer Olympics,Q17,Japan,JP,JPN,13/6/1997,27.00,Q232631,Suginami-ku,Q1490,Tokyo,Q6581097,male,Q116495980,https://en.wikipedia.org/wiki/Badminton_at_the_2024_Summer_Olympics_%E2%80%93_Mixed_doubles,badminton at the 2024 Summer Olympics – mixed doubles,badminton at the 2024 Summer Olympics,badminton
Q21620668,https://en.wikipedia.org/wiki/Bam_Adebayo,Bam Adebayo,gold,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,18/7/1997,27.00,Q9059903,Pinetown,Q484639,Beaufort County,Q6581097,male,Q115799290,https://en.wikipedia.org/wiki/Basketball_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,basketball at the 2024 Summer Olympics – men's tournament,basketball at the 2024 Summer Olympics,basketball
Q20031362,https://en.wikipedia.org/wiki/Devin_Booker,Devin Booker,gold,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,30/10/1996,27.00,Q184587,Grand Rapids,Q82499,Kent County,Q6581097,male,Q115799290,https://en.wikipedia.org/wiki/Basketball_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,basketball at the 2024 Summer Olympics – men's tournament,basketball at the 2024 Summer Olympics,basketball
Q17580192,https://en.wikipedia.org/wiki/Isa%C3%AFa_Cordinier,Isaia Cordinier,silver,Q114244785,France at the 2024 Summer Olympics,Q142,France,FR,FRA,28/11/1996,27.00,Q46135,Créteil,Q12788,Val-de-Marne,Q6581097,male,Q115799290,https://en.wikipedia.org/wiki/Basketball_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,basketball at the 2024 Summer Olympics – men's tournament,basketball at the 2024 Summer Olympics,basketball
Q18010510,https://en.wikipedia.org/wiki/Vanja_Marinkovi%C4%87,Vanja Marinković,bronze,Q114753567,Serbia at the 2024 Summer Olympics,Q403,Serbia,RS,SRB,9/1/1997,27.00,Q3711,Belgrade,Q2074197,City of Belgrade,Q6581097,male,Q115799290,https://en.wikipedia.org/wiki/Basketball_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,basketball at the 2024 Summer Olympics – men's tournament,basketball at the 2024 Summer Olympics,basketball
Q23882821,https://en.wikipedia.org/wiki/Napheesa_Collier,Napheesa Collier,gold,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,23/9/1996,27.00,Q959924,O'Fallon,Q489873,St. Charles County,Q6581072,female,Q116842353,https://en.wikipedia.org/wiki/Basketball_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_tournament,basketball at the 2024 Summer Olympics – women's tournament,basketball at the 2024 Summer Olympics,basketball
Q27922414,https://en.wikipedia.org/wiki/Alanna_Smith,Alanna Smith,bronze,Q114244863,Australia at the 2024 Summer Olympics,Q408,Australia,AU,AUS,10/9/1996,27.00,Q40191,Hobart,Q34366,Tasmania,Q6581072,female,Q116842353,https://en.wikipedia.org/wiki/Basketball_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_tournament,basketball at the 2024 Summer Olympics – women's tournament,basketball at the 2024 Summer Olympics,basketball
Q28033228,https://en.wikipedia.org/wiki/Jan_Driessen,Jan Driessen,gold,Q42911949,Netherlands at the 2024 Summer Olympics,Q55,Netherlands,NL,NLD,4/12/1996,27.00,Q455464,Noordwijk,Q694,South Holland,Q6581097,male,Q116842288,https://en.wikipedia.org/wiki/Basketball_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_3x3_tournament,basketball at the 2024 Summer Olympics – men's 3x3 tournament,basketball at the 2024 Summer Olympics,basketball
Q112731348,https://en.wikipedia.org/wiki/Franck_Seguela,Franck Seguela,silver,Q114244785,France at the 2024 Summer Olympics,Q142,France,FR,FRA,30/5/1997,27.00,Q7003,Dijon,Q3342,Côte-d’Or,Q6581097,male,Q116842288,https://en.wikipedia.org/wiki/Basketball_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_3x3_tournament,basketball at the 2024 Summer Olympics – men's 3x3 tournament,basketball at the 2024 Summer Olympics,basketball
Q128030736,https://en.wikipedia.org/wiki/Evaldas_D%C5%BEiaugys,Evaldas Džiaugys,bronze,Q42912127,Lithuania at the 2024 Summer Olympics,Q37,Lithuania,LT,LTU,26/9/1996,27.00,Q658562,Raseiniai,Q4390112,Raseiniai Eldership,Q6581097,male,Q116842288,https://en.wikipedia.org/wiki/Basketball_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_3x3_tournament,basketball at the 2024 Summer Olympics – men's 3x3 tournament,basketball at the 2024 Summer Olympics,basketball
Q112180797,https://en.wikipedia.org/wiki/Lewis_Richardson_(boxer),Lewis Richardson,bronze,Q42911977,Great Britain at the 2024 Summer Olympics,Q145,United Kingdom,GB,GBR,4/6/1997,27.00,Q184163,Colchester,Q589620,Colchester,Q6581097,male,Q116495974,https://en.wikipedia.org/wiki/Boxing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_71_kg,Boxing at the 2024 Summer Olympics – Men's 71 kg,boxing at the 2024 Summer Olympics,boxing
Q106780596,https://en.wikipedia.org/wiki/Chang_Yuan,Chang Yuan,gold,Q114672489,China at the 2024 Summer Olympics,Q148,People's Republic of China,CN,CHN,24/6/1997,27.00,Q58401,Shijiazhuang,Q21208,Hebei,Q6581072,female,Q116495951,https://en.wikipedia.org/wiki/Boxing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_54_kg,Boxing at the 2024 Summer Olympics – Women's 54 kg,boxing at the 2024 Summer Olympics,boxing
Q97370737,https://en.wikipedia.org/wiki/Esra_Y%C4%B1ld%C4%B1z,Esra Yıldız,bronze,Q116778664,Turkey at the 2024 Summer Olympics,Q43,Turkey,TR,TUR,4/7/1997,27.00,Q206879,Nevşehir,Q430693,Nevşehir Province,Q6581072,female,Q116495967,https://en.wikipedia.org/wiki/Boxing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_57_kg,Boxing at the 2024 Summer Olympics – Women's 57 kg,boxing at the 2024 Summer Olympics,boxing
Q25823859,https://en.wikipedia.org/wiki/Chen_Nien-chin,Chen Nien-chin,bronze,Q114281502,Chinese Taipei at the 2024 Summer Olympics,Q216923,Chinese Taipei,NA,NA,10/5/1997,27.00,Q249868,Hualien County,Q32081,Taiwan Province,Q6581072,female,Q116495973,https://en.wikipedia.org/wiki/Boxing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_66_kg,Boxing at the 2024 Summer Olympics – Women's 66 kg,boxing at the 2024 Summer Olympics,boxing
Q41103755,https://en.wikipedia.org/wiki/Noemie_Fox,Noemie Fox,gold,Q114244863,Australia at the 2024 Summer Olympics,Q408,Australia,AU,AUS,19/3/1997,27.00,Q23482,Marseille,Q3240,Bouches-du-Rhône,Q6581072,female,Q117156609,https://en.wikipedia.org/wiki/Canoeing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_slalom_kayak_cross,canoeing at the 2024 Summer Olympics – Women's slalom kayak cross,canoeing at the 2024 Summer Olympics,canoeing and kayaking
Q21001048,https://en.wikipedia.org/wiki/Serghei_Tarnovschi,Serghei Tarnovschi,bronze,Q42911914,Moldova at the 2024 Summer Olympics,Q217,Moldova,MD,MDA,24/6/1997,27.00,Q36036,Lviv,Q105061345,Lviv urban hromada,Q6581097,male,Q117156592,https://en.wikipedia.org/wiki/Canoeing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_C-1_1000_metres,canoeing at the 2024 Summer Olympics – men's C-1 1000 metres,canoeing at the 2024 Summer Olympics,canoeing and kayaking
Q24961930,https://en.wikipedia.org/wiki/B%C3%A1lint_Kopasz,Bálint Kopasz,bronze,Q42911843,Hungary at the 2024 Summer Olympics,Q28,Hungary,HU,HUN,20/6/1997,27.00,Q81581,Szeged,Q260215,Szeged District,Q6581097,male,Q117156598,https://en.wikipedia.org/wiki/Canoeing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_K-1_1000_metres,Canoeing at the 2024 Summer Olympics – Men's K-1 1000 metres,canoeing at the 2024 Summer Olympics,canoeing and kayaking
Q54887728,https://en.wikipedia.org/wiki/Max_Lemke_(canoeist),Max Lemke,gold,Q114132359,Germany at the 2024 Summer Olympics,Q183,Germany,DE,DEU,2/12/1996,27.00,Q524407,Heppenheim,Q7917,Landkreis Bergstraße,Q6581097,male,Q117156605,https://en.wikipedia.org/wiki/Canoeing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_K-2_500_metres,canoeing at the 2024 Summer Olympics – men's K-2 500 metres,canoeing at the 2024 Summer Olympics,canoeing and kayaking
Q54887728,https://en.wikipedia.org/wiki/Max_Lemke_(canoeist),Max Lemke,gold,Q114132359,Germany at the 2024 Summer Olympics,Q183,Germany,DE,DEU,2/12/1996,27.00,Q524407,Heppenheim,Q7917,Landkreis Bergstraße,Q6581097,male,Q117156607,https://en.wikipedia.org/wiki/Canoeing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_K-4_500_metres,Canoeing at the 2024 Summer Olympics – Men's K-4 500 metres,canoeing at the 2024 Summer Olympics,canoeing and kayaking
Q55188210,https://en.wikipedia.org/wiki/Liudmyla_Luzan,Liudmyla Luzan,silver,Q114666626,Ukraine at the 2024 Summer Olympics,Q212,Ukraine,UA,UKR,27/3/1997,27.00,Q156726,Ivano-Frankivsk,Q178269,Ivano-Frankivsk Oblast,Q6581072,female,Q117156596,https://en.wikipedia.org/wiki/Canoeing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_C-2_500_metres,Canoeing at the 2024 Summer Olympics – Women's C-2 500 metres,canoeing at the 2024 Summer Olympics,canoeing and kayaking
Q23007713,https://en.wikipedia.org/wiki/Chlo%C3%A9_Dygert,Chloé Dygert,bronze,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,1/1/1997,27.00,Q991277,Brownsburg,Q506489,Hendricks County,Q6581072,female,Q117156493,https://en.wikipedia.org/wiki/Cycling_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_road_time_trial,cycling at the 2024 Summer Olympics – women's individual time trial,cycling at the 2024 Summer Olympics,road bicycle racing
Q27656316,https://en.wikipedia.org/wiki/Harrie_Lavreysen,Harrie Lavreysen,gold,Q42911949,Netherlands at the 2024 Summer Olympics,Q55,Netherlands,NL,NLD,14/3/1997,27.00,Q2360275,Luyksgestel,Q9812,Bergeijk,Q6581097,male,Q117156510,https://en.wikipedia.org/wiki/Cycling_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_sprint,cycling at the 2024 Summer Olympics – men's sprint,cycling at the 2024 Summer Olympics,track cycling
Q27656390,https://en.wikipedia.org/wiki/Jack_Carlin,Jack Carlin,bronze,Q42911977,Great Britain at the 2024 Summer Olympics,Q145,United Kingdom,GB,GBR,23/4/1997,27.00,Q211870,Paisley,Q211091,Renfrewshire,Q6581097,male,Q117156510,https://en.wikipedia.org/wiki/Cycling_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_sprint,cycling at the 2024 Summer Olympics – men's sprint,cycling at the 2024 Summer Olympics,track cycling
Q27656316,https://en.wikipedia.org/wiki/Harrie_Lavreysen,Harrie Lavreysen,gold,Q42911949,Netherlands at the 2024 Summer Olympics,Q55,Netherlands,NL,NLD,14/3/1997,27.00,Q2360275,Luyksgestel,Q9812,Bergeijk,Q6581097,male,Q117156513,https://en.wikipedia.org/wiki/Cycling_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_team_sprint,cycling at the 2024 Summer Olympics – men's team sprint,cycling at the 2024 Summer Olympics,track cycling
Q27656390,https://en.wikipedia.org/wiki/Jack_Carlin,Jack Carlin,silver,Q42911977,Great Britain at the 2024 Summer Olympics,Q145,United Kingdom,GB,GBR,23/4/1997,27.00,Q211870,Paisley,Q211091,Renfrewshire,Q6581097,male,Q117156513,https://en.wikipedia.org/wiki/Cycling_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_team_sprint,cycling at the 2024 Summer Olympics – men's team sprint,cycling at the 2024 Summer Olympics,track cycling
Q27656316,https://en.wikipedia.org/wiki/Harrie_Lavreysen,Harrie Lavreysen,gold,Q42911949,Netherlands at the 2024 Summer Olympics,Q55,Netherlands,NL,NLD,14/3/1997,27.00,Q2360275,Luyksgestel,Q9812,Bergeijk,Q6581097,male,Q117156665,https://en.wikipedia.org/wiki/Cycling_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_keirin,cycling at the 2024 Summer Olympics – men's keirin,track cycling at the 2024 Summer Olympics,track cycling
Q23008003,https://en.wikipedia.org/wiki/Niklas_Larsen,Niklas Larsen,bronze,Q42911725,Denmark at the 2024 Summer Olympics,Q35,Denmark,DK,DNK,22/3/1997,27.00,Q3414556,Slagelse,Q29927,Slagelse Municipality,Q6581097,male,Q117156499,https://en.wikipedia.org/wiki/Cycling_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_Madison,cycling at the 2024 Summer Olympics – men's madison,track cycling at the 2024 Summer Olympics,track cycling
Q30729498,https://en.wikipedia.org/wiki/Charlie_Tanfield,Charlie Tanfield,silver,Q42911977,Great Britain at the 2024 Summer Olympics,Q145,United Kingdom,GB,GBR,17/11/1996,27.00,Q23086,North Yorkshire,Q47983,North East England,Q6581097,male,Q117156505,https://en.wikipedia.org/wiki/Cycling_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_team_pursuit,cycling at the 2024 Summer Olympics – men's team pursuit,track cycling at the 2024 Summer Olympics,track cycling
Q23139594,https://en.wikipedia.org/wiki/Daria_Pikulik,Daria Pikulik,silver,Q114244612,Poland at the 2024 Summer Olympics,Q36,Poland,PL,POL,6/1/1997,27.00,Q644002,Skarżysko-Kamienna,Q1436158,Skarżysko County,Q6581072,female,Q117156500,https://en.wikipedia.org/wiki/Cycling_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_omnium,cycling at the 2024 Summer Olympics – women's omnium,track cycling at the 2024 Summer Olympics,cycle sport
Q23007713,https://en.wikipedia.org/wiki/Chlo%C3%A9_Dygert,Chloé Dygert,gold,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,1/1/1997,27.00,Q991277,Brownsburg,Q506489,Hendricks County,Q6581072,female,Q117156502,https://en.wikipedia.org/wiki/Cycling_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_team_pursuit,cycling at the 2024 Summer Olympics – women's team pursuit,track cycling at the 2024 Summer Olympics,track cycling
Q19364876,https://en.wikipedia.org/wiki/Josie_Knight,Josie Knight,bronze,Q42911977,Great Britain at the 2024 Summer Olympics,Q145,United Kingdom,GB,GBR,29/3/1997,27.00,Q932302,Dingle,Q184469,County Kerry,Q6581072,female,Q117156502,https://en.wikipedia.org/wiki/Cycling_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_team_pursuit,cycling at the 2024 Summer Olympics – women's team pursuit,track cycling at the 2024 Summer Olympics,track cycling
Q65553037,https://en.wikipedia.org/wiki/Sarah_Bacon,Sarah Bacon,silver,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,20/9/1996,27.00,Q6346,Indianapolis,Q506230,Marion County,Q6581072,female,Q116496159,https://en.wikipedia.org/wiki/Diving_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_synchronized_3_metre_springboard,diving at the 2024 Summer Olympics – Women's synchronized 3 metre springboard,diving at the 2024 Summer Olympics,diving
Q65159872,https://en.wikipedia.org/wiki/Gergely_Sikl%C3%B3si,Gergely Siklósi,gold,Q42911843,Hungary at the 2024 Summer Olympics,Q28,Hungary,HU,HUN,4/9/1997,27.00,Q288413,Tapolca,Q830847,Tapolca District,Q6581097,male,Q117156527,https://en.wikipedia.org/wiki/Fencing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_team_%C3%A9p%C3%A9e,fencing at the 2024 Summer Olympics – men's team épée,fencing at the 2024 Summer Olympics,fencing
Q52768003,https://en.wikipedia.org/wiki/Martin_Rube%C5%A1,Martin Rubeš,bronze,Q114233084,Czech Republic at the 2024 Summer Olympics,Q213,Czech Republic,CZ,CZE,16/9/1996,27.00,Q384544,Karlovy Vary,Q757240,Karlovy Vary District,Q6581097,male,Q117156527,https://en.wikipedia.org/wiki/Fencing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_team_%C3%A9p%C3%A9e,fencing at the 2024 Summer Olympics – men's team épée,fencing at the 2024 Summer Olympics,fencing
Q18165090,https://en.wikipedia.org/wiki/Cheung_Ka_Long,Cheung Ka-long,gold,Q116973914,Hong Kong at the 2024 Summer Olympics,Q8646,Hong Kong,HK,HKG,10/6/1997,27.00,Q1054923,British Hong Kong,NA,NA,Q6581097,male,Q117156522,https://en.wikipedia.org/wiki/Fencing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_foil,fencing at the 2024 Summer Olympics – men's foil,fencing at the 2024 Summer Olympics,fencing
Q55282015,https://en.wikipedia.org/wiki/Kyosuke_Matsuyama,Kyosuke Matsuyama,gold,Q114227269,Japan at the 2024 Summer Olympics,Q17,Japan,JP,JPN,19/12/1996,27.00,Q1490,Tokyo,Q17,Japan,Q6581097,male,Q117156523,https://en.wikipedia.org/wiki/Fencing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_team_foil,fencing at the 2024 Summer Olympics – men's team foil,fencing at the 2024 Summer Olympics,fencing
Q65093788,https://en.wikipedia.org/wiki/Guillaume_Bianchi,Guillaume Bianchi,silver,Q114244642,Italy at the 2024 Summer Olympics,Q38,Italy,IT,ITA,30/7/1997,27.00,Q220,Rome,Q18288160,Metropolitan City of Rome,Q6581097,male,Q117156523,https://en.wikipedia.org/wiki/Fencing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_team_foil,fencing at the 2024 Summer Olympics – men's team foil,fencing at the 2024 Summer Olympics,fencing
Q27999606,https://en.wikipedia.org/wiki/Oh_Sang-uk,Oh Sang-uk,gold,Q114753595,South Korea at the 2024 Summer Olympics,Q884,South Korea,KR,KOR,30/9/1996,27.00,Q20921,Daejeon,Q884,South Korea,Q6581097,male,Q117156530,https://en.wikipedia.org/wiki/Fencing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_sabre,fencing at the 2024 Summer Olympics – men's sabre,fencing at the 2024 Summer Olympics,fencing
Q20991598,https://en.wikipedia.org/wiki/Far%C3%A8s_Ferjani,Farès Ferjani,silver,Q116957584,Tunisia at the 2024 Summer Olympics,Q948,Tunisia,TN,TUN,22/7/1997,27.00,Q3572,Tunis,Q328109,Tunis Governorate,Q6581097,male,Q117156530,https://en.wikipedia.org/wiki/Fencing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_sabre,fencing at the 2024 Summer Olympics – men's sabre,fencing at the 2024 Summer Olympics,fencing
Q27999606,https://en.wikipedia.org/wiki/Oh_Sang-uk,Oh Sang-uk,gold,Q114753595,South Korea at the 2024 Summer Olympics,Q884,South Korea,KR,KOR,30/9/1996,27.00,Q20921,Daejeon,Q884,South Korea,Q6581097,male,Q117156531,https://en.wikipedia.org/wiki/Fencing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_team_sabre,fencing at the 2024 Summer Olympics – men's team sabre,fencing at the 2024 Summer Olympics,fencing
Q126735356,https://en.wikipedia.org/wiki/Jean-Philippe_Patrice,Jean-Philippe Patrice,bronze,Q114244785,France at the 2024 Summer Olympics,Q142,France,FR,FRA,12/3/1997,27.00,Q264277,Gémenos,Q963484,canton of Aubagne-Est,Q6581097,male,Q117156531,https://en.wikipedia.org/wiki/Fencing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_team_sabre,fencing at the 2024 Summer Olympics – men's team sabre,fencing at the 2024 Summer Olympics,fencing
Q60230179,https://en.wikipedia.org/wiki/Karin_Miyawaki,Karin Miyawaki,bronze,Q114227269,Japan at the 2024 Summer Olympics,Q17,Japan,JP,JPN,4/2/1997,27.00,Q1490,Tokyo,Q17,Japan,Q6581072,female,Q117156521,https://en.wikipedia.org/wiki/Fencing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_team_foil,fencing at the 2024 Summer Olympics – women's team foil,fencing at the 2024 Summer Olympics,fencing
Q55093700,https://en.wikipedia.org/wiki/Komaki_Kikuchi,Komaki Kikuchi,bronze,Q114227269,Japan at the 2024 Summer Olympics,Q17,Japan,JP,JPN,22/2/1997,27.00,Q199889,Kumamoto,Q130308,Kumamoto Prefecture,Q6581072,female,Q117156521,https://en.wikipedia.org/wiki/Fencing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_team_foil,fencing at the 2024 Summer Olympics – women's team foil,fencing at the 2024 Summer Olympics,fencing
Q121048052,https://en.wikipedia.org/wiki/Jeon_Eun-hye,Jeon Eun-hye,silver,Q114753595,South Korea at the 2024 Summer Olympics,Q884,South Korea,KR,KOR,1/8/1997,27.00,Q20921,Daejeon,Q884,South Korea,Q6581072,female,Q117156529,https://en.wikipedia.org/wiki/Fencing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_team_sabre,fencing at the 2024 Summer Olympics – women's team sabre,fencing at the 2024 Summer Olympics,fencing
Q64009208,https://en.wikipedia.org/wiki/Thijs_van_Dam,Thijs van Dam,gold,Q42911949,Netherlands at the 2024 Summer Olympics,Q55,Netherlands,NL,NLD,5/1/1997,27.00,Q690,Delft,Q694,South Holland,Q6581097,male,Q115799683,https://en.wikipedia.org/wiki/Field_hockey_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,field hockey at the 2024 Summer Olympics – men's tournament,field hockey at the 2024 Summer Olympics,field hockey
